match_id,home_team,away_team,mode,run_at_brasilia,cron_hint,command
GRP_K04,Tunisia,DR Congo,T_2H,2026-06-21 21:00,0 21 21 6 *,python scripts/predict_match.py --match-id GRP_K04 --mode T_2H
GRP_K04,Tunisia,DR Congo,T_1H,2026-06-21 22:00,0 22 21 6 *,python scripts/predict_match.py --match-id GRP_K04 --mode T_1H
GRP_K05,Algeria,DR Congo,T_24H,2026-06-24 21:00,0 21 24 6 *,python scripts/predict_match.py --match-id GRP_K05 --mode T_24H
GRP_K05,Algeria,DR Congo,T_2H,2026-06-25 19:00,0 19 25 6 *,python scripts/predict_match.py --match-id GRP_K05 --mode T_2H
GRP_K05,Algeria,DR Congo,T_1H,2026-06-25 20:00,0 20 25 6 *,python scripts/predict_match.py --match-id GRP_K05 --mode T_1H
GRP_K06,Tunisia,South Africa,T_24H,2026-06-24 21:00,0 21 24 6 *,python scripts/predict_match.py --match-id GRP_K06 --mode T_24H
GRP_K06,Tunisia,South Africa,T_2H,2026-06-25 19:00,0 19 25 6 *,python scripts/predict_match.py --match-id GRP_K06 --mode T_2H
GRP_K06,Tunisia,South Africa,T_1H,2026-06-25 20:00,0 20 25 6 *,python scripts/predict_match.py --match-id GRP_K06 --mode T_1H
GRP_L01,Iran,Uzbekistan,T_24H,2026-06-16 20:00,0 20 16 6 *,python scripts/predict_match.py --match-id GRP_L01 --mode T_24H
GRP_L01,Iran,Uzbekistan,T_2H,2026-06-17 18:00,0 18 17 6 *,python scripts/predict_match.py --match-id GRP_L01 --mode T_2H
GRP_L01,Iran,Uzbekistan,T_1H,2026-06-17 19:00,0 19 17 6 *,python scripts/predict_match.py --match-id GRP_L01 --mode T_1H
GRP_L02,Jordan,New Zealand,T_24H,2026-06-16 23:00,0 23 16 6 *,python scripts/predict_match.py --match-id GRP_L02 --mode T_24H
GRP_L02,Jordan,New Zealand,T_2H,2026-06-17 21:00,0 21 17 6 *,python scripts/predict_match.py --match-id GRP_L02 --mode T_2H
GRP_L02,Jordan,New Zealand,T_1H,2026-06-17 22:00,0 22 17 6 *,python scripts/predict_match.py --match-id GRP_L02 --mode T_1H
GRP_L03,Iran,Jordan,T_24H,2026-06-21 14:00,0 14 21 6 *,python scripts/predict_match.py --match-id GRP_L03 --mode T_24H
GRP_L03,Iran,Jordan,T_2H,2026-06-22 12:00,0 12 22 6 *,python scripts/predict_match.py --match-id GRP_L03 --mode T_2H
GRP_L03,Iran,Jordan,T_1H,2026-06-22 13:00,0 13 22 6 *,python scripts/predict_match.py --match-id GRP_L03 --mode T_1H
GRP_L04,Uzbekistan,New Zealand,T_24H,2026-06-21 17:00,0 17 21 6 *,python scripts/predict_match.py --match-id GRP_L04 --mode T_24H
GRP_L04,Uzbekistan,New Zealand,T_2H,2026-06-22 15:00,0 15 22 6 *,python scripts/predict_match.py --match-id GRP_L04 --mode T_2H
GRP_L04,Uzbekistan,New Zealand,T_1H,2026-06-22 16:00,0 16 22 6 *,python scripts/predict_match.py --match-id GRP_L04 --mode T_1H
GRP_L05,Iran,New Zealand,T_24H,2026-06-25 17:00,0 17 25 6 *,python scripts/predict_match.py --match-id GRP_L05 --mode T_24H
GRP_L05,Iran,New Zealand,T_2H,2026-06-26 15:00,0 15 26 6 *,python scripts/predict_match.py --match-id GRP_L05 --mode T_2H
GRP_L05,Iran,New Zealand,T_1H,2026-06-26 16:00,0 16 26 6 *,python scripts/predict_match.py --match-id GRP_L05 --mode T_1H
GRP_L06,Uzbekistan,Jordan,T_24H,2026-06-25 17:00,0 17 25 6 *,python scripts/predict_match.py --match-id GRP_L06 --mode T_24H
GRP_L06,Uzbekistan,Jordan,T_2H,2026-06-26 15:00,0 15 26 6 *,python scripts/predict_match.py --match-id GRP_L06 --mode T_2H
GRP_L06,Uzbekistan,Jordan,T_1H,2026-06-26 16:00,0 16 26 6 *,python scripts/predict_match.py --match-id GRP_L06 --mode T_1H
